,rest_type,url
49,Lebanese,https://img.freepik.com/premium-photo/turkish-food-findik-lahmacun-mini-pizza_693630-6049.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
50,Lebanese,https://img.freepik.com/free-vector/hand-drawn-flat-design-turkish-food-illustration_23-2149293416.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
51,Lebanese,https://img.freepik.com/free-photo/side-view-chicken-roll-grilled-chicken-lettuce-cucumber-tomato-mayo-pita_141793-4849.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
52,Lebanese,https://img.freepik.com/free-photo/kebab-combo-liver-rice-hummus-onion-vegetables-side-view_140725-11280.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
53,Lebanese,https://img.freepik.com/premium-photo/traditional-turkish-cuisine_127425-87.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
54,Lebanese,https://img.freepik.com/free-photo/chickpea-hummus-wooden-bowl-garnished-with-parsley-paprika-olive-oil-wooden-table_123827-22614.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
55,Lebanese,https://img.freepik.com/free-photo/falafel-hummus-pita-middle-eastern-arabic-dishes-halal-food_2829-14339.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
56,Lebanese,https://img.freepik.com/free-photo/seafood-fajitas-prawns-vegetables-cheese-lavash-green-salad-sour-cream-side-view_141793-2478.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
57,Lebanese,https://img.freepik.com/premium-photo/delicious-tortilla-with-meatstreet-food-generative-ai_76964-12864.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
58,Lebanese,https://img.freepik.com/free-photo/doner-lavash-served-with-tomato_140725-1751.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
59,Lebanese,https://img.freepik.com/premium-photo/turkish-foods-turkish-pizza-lahmacun_693630-8121.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
60,Lebanese,https://img.freepik.com/premium-photo/mixed-mezza-mixed-appetizers-arabic-appetizers-egyptian-cuisine-middle-eastern-food-arabian-mezza-arabian-cuisine-arabian-food_17430-40.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
61,Lebanese,https://img.freepik.com/free-photo/turkish-lahmajun-with-stuffed-meat-slice-lemon-herbs_140725-5560.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
62,Lebanese,https://img.freepik.com/free-photo/hand-holding-plate-arab-food_23-2147794340.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
63,Lebanese,https://img.freepik.com/free-photo/delicious-arabic-fast-food-veggies-meat-skewers-copy-space_23-2148651139.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
64,Lebanese,https://img.freepik.com/free-photo/pide-with-meat-salad-soup-spices-side-view_140725-11335.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
65,Lebanese,https://img.freepik.com/premium-photo/plate-food-with-plate-meat-with-plate-food-it_265515-182.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
66,Lebanese,https://img.freepik.com/free-photo/plate-with-mixed-snacks-beer_140725-6453.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
67,Lebanese,https://img.freepik.com/premium-photo/falafel-balls-wrap_162831-37.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
68,Lebanese,https://img.freepik.com/premium-photo/restaurant-food-restaurant-menu-photos-menu_830198-774.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
69,Lebanese,https://img.freepik.com/free-photo/vegetable-kebab-table_140725-10051.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
70,Lebanese,https://img.freepik.com/free-photo/tortilla-wrap-with-falafel-fresh-salad-vegan-tacos-vegetarian-healthy-food_2829-6188.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
71,Lebanese,https://img.freepik.com/free-photo/chicken-sage-with-potatoes-bell-pepper-eggplant-cooked-charcoal-top-view_140725-7235.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
72,Lebanese,https://img.freepik.com/free-photo/doner-sour-cream-sliced-vegetables_141793-1168.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
73,Lebanese,https://img.freepik.com/free-photo/turkish-traditional-lahmacun-with-meat-cheese-stuffing-served-inside-wooden-platter_114579-2942.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
74,Lebanese,https://img.freepik.com/premium-photo/falafel-traditional-dish-israeli-middle-eastern-cuisine_266870-11750.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
75,Lebanese,https://img.freepik.com/free-photo/turkish-chiy-kofte-wooden-table_140725-10022.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
76,Lebanese,https://img.freepik.com/premium-photo/hummus-with-olive-oil-ground-cumin_74095-772.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
77,Lebanese,https://img.freepik.com/premium-photo/gozleme-flatbread-with-greens-vegetable-salad-garnish-wooden-background-top-view_89816-40963.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
78,Lebanese,https://img.freepik.com/free-vector/engraving-hand-drawn-nutritious-shawarma-illustration_23-2149008827.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
79,Lebanese,https://img.freepik.com/free-photo/chicken-roll-lettuce-cucumber-tomato-carrot-lemon-side-view_140725-9102.jpg?size=626&ext=jpg&ga=GA1.2.766743764.1682926562&semt=ais
80,Lebanese,https://img.freepik.com/free-photo/chicken-fajitos-with-lavash-top-view_140725-3089.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
81,Lebanese,https://img.freepik.com/free-photo/side-view-mix-kebabs-antricot-ribs-lulya-tikya-chicken-kebabs-with-greens-red-onion-pita-tomato-sauce-table_141793-5019.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
82,Lebanese,https://img.freepik.com/free-photo/traditional-meat-vegetable-gutab-qutab-gozleme-wooden-board-with-sumakh-turshu-yogurt_114579-173.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
83,Lebanese,https://img.freepik.com/free-photo/side-view-pide-with-pieces-meat-parsley-lemon-pizza-knife-cutting-board_176474-3170.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
84,Lebanese,https://img.freepik.com/free-photo/top-view-meat-sage-with-pita-bread-tomatoes-salads-table_141793-4082.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
85,Lebanese,https://img.freepik.com/premium-photo/humus-bil-laham-served-dish-isolated-wooden-table-background-side-view-appetizer_689047-1364.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
86,Lebanese,https://img.freepik.com/free-photo/side-view-pita-with-meat-vegetables-wooden-board_140725-12015.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
87,Lebanese,https://img.freepik.com/free-photo/top-view-delicious-leaf-dolma-ground-meat-dish-inside-plate-dark-desk-meat-dish-leaf-dinner-food_140725-96541.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
88,Lebanese,https://img.freepik.com/premium-photo/huevos-rancheros-are-traditional-mexican-breakfast-which-basically-consists-fried-eggs-cor_783571-5991.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
89,Lebanese,https://img.freepik.com/free-photo/chickpea-hummus-wooden-bowl-garnished-with-parsley-paprika-olive-oil-isolated-white-background_123827-22873.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
90,Lebanese,https://img.freepik.com/premium-photo/richly-laid-table-dishes-georgian-cuisine-lots-delicious-foodwinefruits-roasted-meat_308547-7414.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
91,Lebanese,https://img.freepik.com/free-photo/half-cut-beef-doner-flatbread-wrap_140725-5016.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
92,Lebanese,https://img.freepik.com/free-photo/tortilla-wrap-with-falafel-vegetables-wooden-table_123827-20318.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
93,Lebanese,https://img.freepik.com/free-photo/top-view-assortment-tasty-kebabs-copy-space_23-2148685490.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
94,Lebanese,https://img.freepik.com/free-photo/top-view-kebab-mix-with-bulgur-onion-pita-bread-with-vegetables-stand_141793-13137.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
95,Lebanese,https://img.freepik.com/free-photo/nutritious-indian-dosa-assortment_23-2149086069.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
96,Lebanese,https://img.freepik.com/free-photo/chicken-roll-wooden-board-tomato-lettuce-bell-pepper-cheese-side-view_141793-3089.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
97,Lebanese,https://img.freepik.com/free-photo/top-view-bowls-cooked-pasta-with-salads-fried-vegetables-table_181624-30115.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
98,Lebanese,https://img.freepik.com/free-photo/front-view-lavash-sandwich-rolls-sliced-with-salad-meat-inside-along-with-salad-brown_140725-20743.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
99,Lebanese,https://img.freepik.com/free-photo/pakistani-food-wooden-board-top-view_23-2148825093.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
100,Lebanese,https://img.freepik.com/free-photo/fried-meat-lula-with-sliced-onion-with-herbs-bread_141793-17467.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
101,Lebanese,https://img.freepik.com/free-photo/side-view-meat-doner-white-bread-with-grilled-meat-lettuce-tomato-table_141793-5004.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
102,Lebanese,https://img.freepik.com/premium-photo/menu-combo-hummus-with-vegetable-salad-french-fries-pita-falafel-plastic-bowl-white-background_207126-8117.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
103,Lebanese,https://img.freepik.com/free-photo/chicken-fajita-chicken-fillet-fried-with-bell-pepper-lavash-with-bread-slices-white-plate_114579-144.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
104,Lebanese,https://img.freepik.com/free-photo/various-salads-with-glass-water_140725-4314.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
105,Lebanese,https://img.freepik.com/free-vector/flat-iftar-meal-illustration_23-2148871720.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
106,Lebanese,https://img.freepik.com/free-photo/top-view-assortment-tasty-kebabs-with-tomatoes-vegetables_23-2148685492.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
107,Lebanese,https://img.freepik.com/free-photo/finely-grilled-local-sac-ichi-food-served-with-lavash-pieces_114579-1993.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
108,Lebanese,https://img.freepik.com/free-photo/burritos-wraps-with-chicken-vegetables-chicken-burrito-mexican-food_2829-6975.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
109,Lebanese,https://img.freepik.com/free-photo/top-view-traditional-azerbaijani-dish-dolma-meat-grape-leaves-with-parsley-carrotsjpg_141793-4273.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
110,Lebanese,https://img.freepik.com/premium-photo/stuffed-with-onion-garlic-minced-meat-is-served-butcher-paper-parcel_410516-18966.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
111,Lebanese,https://img.freepik.com/free-photo/indian-butter-chicken-black-bowl-wooden-table_123827-20755.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
112,Lebanese,https://img.freepik.com/premium-photo/selection-middle-eastern-arabic-dishes_82893-4355.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
113,Lebanese,https://img.freepik.com/premium-photo/traditional-delicious-turkish-foods-turkish-pizza-lahmacun-turkish-kitchen_693630-7592.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
114,Lebanese,https://img.freepik.com/free-photo/meat-board_1303-9622.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
115,Lebanese,https://img.freepik.com/premium-photo/arabic-traditional-cuisine-middle-eastern-meze-with-pita-olives-colorful-hummus-falafel-stuffed-dolma-babaganush-pickles-vegetables-pomegranate-eggplants-mediterranean-appetizer-party-idea_769609-2651.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
116,Lebanese,https://img.freepik.com/free-photo/meatballs-tomato-sauce-toast-with-basil-pesto_2829-5796.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
117,Lebanese,https://img.freepik.com/free-photo/side-view-doner-kebab-wrapped-lavash-with-fresh-salad-wooden-board_140725-11924.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
118,Lebanese,https://img.freepik.com/free-photo/azerbaijani-traditional-food-piti-pottery-bowl-served-with-sesammed-bread_114579-1877.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
119,Lebanese,https://img.freepik.com/premium-photo/traditional-dishes-israeli-middle-eastern-cuisine-malavach-with-different-fillings-top-view_266870-11043.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
120,Lebanese,https://img.freepik.com/premium-photo/lot-food-wooden-table-georgian-cuisine-khinkali-georgian-dishes_308547-1223.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
121,Lebanese,https://img.freepik.com/premium-photo/silver-plate-with-traditional-jewish-treats-passover-baked-egg-lettuce-horseradish-bone-nuts-matzah-symbol-jewish-passover_425936-4514.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
122,Lebanese,https://img.freepik.com/free-photo/platter-beef-fajitas-served-with-flatbread-sauce_140725-4922.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
123,Lebanese,https://img.freepik.com/premium-photo/turkish-foods-turkish-pizza-lahmacun_693630-10047.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
124,Lebanese,https://img.freepik.com/free-photo/top-view-iskender-kebab-topped-with-pepper-tomato_140725-1675.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
125,Lebanese,https://img.freepik.com/free-photo/seafood-fajitas-prawns-vegetables-cheese-lavash-green-salad-sour-cream-side-view_141793-2781.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
126,Lebanese,https://img.freepik.com/free-photo/iskender-doner-table-top-view_140725-360.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
127,Lebanese,https://img.freepik.com/free-photo/sadj-with-shepherd-salad-glasses-ayran_140725-3692.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
128,Lebanese,https://img.freepik.com/free-photo/pakistani-food-cloth-view_23-2148825099.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
129,Lebanese,https://img.freepik.com/free-photo/top-view-round-beer-snacks-platter-with-shrimp-chickpeas-string-cheese_140725-3911.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
130,Lebanese,https://img.freepik.com/free-photo/top-view-delicious-sliced-shaurma-meat-sandwich-with-lemon-greens-dark-background-burger-sandwich-ripe-snack-bread_140725-96725.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
131,Lebanese,https://img.freepik.com/free-photo/side-view-traditional-turkish-iskender-doner-with-yogurt-plate_140725-10333.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
132,Lebanese,https://img.freepik.com/free-photo/home-made-fish-cake-cod_2829-4796.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
133,Lebanese,https://img.freepik.com/free-photo/side-view-capital-salad-lettuce-with-bread-slice-lemon-table_141793-4801.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
134,Lebanese,https://img.freepik.com/free-photo/front-view-tasty-leaf-dolma-with-tomatoes-dark-background-calorie-oil-dinner-food-salad-dish-meat-restaurant-meal_179666-17487.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
135,Lebanese,https://img.freepik.com/premium-photo/restaurant-food-restaurant-menu-photos-menu_830198-725.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
136,Lebanese,https://img.freepik.com/free-photo/flat-lay-meal-with-rice-pita_23-2148747622.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
137,Lebanese,https://img.freepik.com/free-photo/pita-vegetables-plates_23-2148254392.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
138,Lebanese,https://img.freepik.com/free-photo/delicious-tortilla_144627-12078.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
139,Lebanese,https://img.freepik.com/free-photo/indian-butter-chicken-black-bowl-wooden-table_123827-20634.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
140,Lebanese,https://img.freepik.com/free-photo/barbecue-grilled-food-assortment_114579-3149.jpg?size=626&ext=jpg&ga=GA1.1.766743764.1682926562&semt=ais
