,name,type,url_pics
10,11. Tien Tsing Restaurante Chino,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/b1/d0/79/homemade-caramelized.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/b1/d0/7a/restaurant-interior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/e9/5e/bc/la-familia-feliz-la-familia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/e9/5c/a3/kubak-de-langostinos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/b8/e5/aa/ternera-de-la-casa-vedella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/b8/e5/a8/pollo-al-limon-pollastre.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/b8/e5/a7/cerdo-agridulce-porc.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/b8/e5/a3/arroz-tres-delicias-arros.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/b8/e5/a7/cerdo-agridulce-porc.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/26/b8/e5/a3/arroz-tres-delicias-arros.jpg']"
11,12. Fan Dim Sum,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/19/8c/d8/5f/sopa-de-fideos-lamian.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/8c/d9/7a/wonton-picante.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/8c/d8/b1/rollito-vietnamita-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/8c/d8/84/berenjena-juxiang.jpg']"
12,13. L' Olla de Si Chuan,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/15/b6/0e/3e/ternera-salteada-al-ajillo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/06/dc/20/d7/l-olla-de-si-chuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/b6/0e/33/fideos-picantes.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/b6/0e/4a/fideos-cruzando-el-puente.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/b6/0e/30/fideos-salteados-con.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/06/dc/1b/04/l-olla-de-si-chuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/b6/0e/44/empanadillas-chinas.jpg']"
13,14. Shanghai Stories,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/16/d4/d7/80/shanghai-stories.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/c6/31/e1/ven-a-conocernos-a-nuestro.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/a4/9a/4e/buenisimo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/a4/9a/51/buenisimo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/3d/cf/5b/cabeza-de-leon.jpg']"
14,15. Restaurante China Crown Barcelona,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/17/e9/3b/8d/abalones-con-panceta.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e9/3a/7a/bombas-de-yuca-rellenas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e9/3c/77/pato-laqueado-crujiente.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e9/3b/d9/solomillo-asado-con-setas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e9/3d/d8/naranjas-chinas-confitadas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e9/3b/eb/bogavante-con-salsa-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e9/3d/03/laminas-de-toufu-rellenas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e9/3c/3d/xiaolongbao-imperial.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e9/3d/03/laminas-de-toufu-rellenas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/e9/3c/3d/xiaolongbao-imperial.jpg']"
15,16. Mosquito,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/b3/90/02/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/b3/90/01/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/6e/b9/c3/patro-peking.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/6e/b9/c8/dimsum-acompanados-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/ee/2e/b5/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/6e/b9/ba/dimsum.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/ee/2e/b5/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/6e/b9/ba/dimsum.jpg']"
16,17. Shanghai,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1d/87/83/ab/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/87/83/ac/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/87/83/a9/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/87/83/ad/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/28/e3/f1/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/eb/c7/99/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1c/28/e3/f0/photo0jpg.jpg']"
17,18. Chi Nanit,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/15/0a/25/e7/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/ee/3e/20/me-ha-gustado-mucho.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/15/53/22/5c/dumplings-de-ternera.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/0b/9e/78/chi-nanit.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/0b/9e/79/chi-nanit.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/0b/9e/79/chi-nanit.jpg']"
18,19. Yue Lai,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/16/3a/60/c9/yue-lai.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/16/6d/d3/81/yue-lai.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/16/6d/d3/84/yue-lai.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/16/6d/d3/83/yue-lai.jpg', 'https://media-cdn.tripadvisor.com/media/daodao/photo-f/16/6d/d3/80/yue-lai.jpg']"
19,20. Restaurante Ta-Tung,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/05/fb/12/7d/restaurante-ta-tung.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/83/13/0f/ta-tung.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/05/fb/13/84/restaurante-ta-tung.jpg', 'https://media-cdn.tripadvisor.com/media/photo-o/04/83/13/0b/ta-tung.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/00/88/51/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/00/88/54/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/c7/13/01/pollo-satay.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0a/14/3b/ad/20160118-154842-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/c7/13/01/pollo-satay.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0a/14/3b/ad/20160118-154842-largejpg.jpg']"
20,21. YingBin Bar-Restaurante,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/07/a7/75/5b/yingbin-bar-restaurante.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/c0/5a/1c/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/06/76/ca/a3/fried-noodle-dish.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/07/a7/75/71/yingbin-bar-restaurante.jpg']"
21,22. He Cheng,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/11/e6/3b/08/20180128-154107-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/e4/3a/f2/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/d8/e2/20/20180104-154524-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/e6/3b/06/20180128-151604-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/b3/74/06/nos-iban-poniendo-los.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/e4/3a/f3/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/e6/3b/05/20180128-152810-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/e6/3b/09/20180128-154826-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/e4/3a/f3/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/e6/3b/05/20180128-152810-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/11/e6/3b/09/20180128-154826-largejpg.jpg']"
22,23. Restaurante Macao,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/07/8f/97/02/restaurante-macao.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/97/d8/75/img-20170212-140130-largejpg.jpg']"
23,24. cuina xinesa Tradicional,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/1b/81/b4/81/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/62/ca/96/img-20190925-152238-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/45/71/fd/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/81/b4/80/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/45/71/fe/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/45/71/ff/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/ec/c1/04/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/15/45/71/ff/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/11/ec/c1/04/photo2jpg.jpg']"
24,25. La Taberna China,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/10/e6/a9/80/que-ricoooo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/e6/a7/fb/rou-jia-mo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/10/e6/a9/79/te-china.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/e6/a8/88/estan-muy-contentos-por.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/e6/a9/7d/la-taverna-xinesa.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/e6/a9/7d/la-taverna-xinesa.jpg']"
25,26. Vaho,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/18/26/83/34/elaboracion-de-platos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/2a/85/7d/xiaolongbao.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/2a/85/80/tes.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/18/2a/85/6f/ramen.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/28/17/ad/img-20190114-142314-largejpg.jpg']"
26,27. Restaurante Chino Gracia,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/09/92/19/62/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/91/d9/9b/menu-para-dos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/91/d9/94/restaurante-chino-gracia.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/92/19/61/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/06/db/fe/74/restaurante-chino-gracia.jpg']"
27,28. Yotcha!,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0f/95/bb/ce/yotcha.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/95/bb/bd/ternera-salteada.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/95/bb/d0/gozas.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/95/bb/c5/el-rincon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/95/bb/d1/dia-de-inauguracion.jpg']"
28,29. Restaurante Pato Pekin,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/08/ae/14/97/restaurante-pato-pekin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ae/0e/9c/restaurante-pato-pekin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ae/24/c5/restaurante-pato-pekin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ae/14/36/restaurante-pato-pekin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ae/01/61/restaurante-pato-pekin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ae/1c/e8/restaurante-pato-pekin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ae/1c/8e/restaurante-pato-pekin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ae/09/e5/restaurante-pato-pekin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ae/14/62/restaurante-pato-pekin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ae/1c/8e/restaurante-pato-pekin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ae/09/e5/restaurante-pato-pekin.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/ae/14/62/restaurante-pato-pekin.jpg']"
29,30. Ristorante Cinese Dong Lin,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/13/d3/05/c0/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/b7/32/e6/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/b7/32/e4/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/26/3e/7d/spicy-sour-soup.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/26/3e/25/jasmine-tea.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/b7/32/e5/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/b7/32/e3/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/08/26/40/11/fried-vege-special-req.jpg']"
30,31. Wok Dao,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/06/51/61/05/wok-dao.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/76/d3/99/photo5jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/74/e1/c2/second-plate-of-sushi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/a1/18/cd/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/8b/9e/9f/photo3jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/8b/9e/a0/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/14/44/02/16/photo2jpg.jpg']"
31,32. Wino,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/0b/ad/5b/26/wino-restaurante-4.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/ad/5b/27/wino-restaurante-5.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/a5/e4/fd/wino-restaurante.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/a5/e4/fe/wino-restaurante.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/a5/e6/82/wino-restaurante-3.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/33/d6/69/wino.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/33/d6/6c/wino.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/33/d6/6c/wino.jpg']"
32,33. Paraiso Oriental,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1c/4b/c3/8b/ternera-con-verduras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/4b/c3/76/fideos-chinos-tres-delicias.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/4b/c3/82/tempura-de-verduras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/4b/c3/80/tallarines-fritos-tres.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/4b/c3/73/arroz-tostado-con-marisco.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/6c/42/b8/ebi-no-tempura.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/6c/42/c5/nigiri-variado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/6c/42/eb/sushi-variado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/6c/42/c5/nigiri-variado.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/6c/42/eb/sushi-variado.jpg']"
33,34. 壹锅-Hotpot de Sichuan,Chinese,['https://media-cdn.tripadvisor.com/media/photo-s/21/2f/ac/25/hotpot.jpg']
34,35. Dream Cafe,Chinese,[]
35,36. Nomm,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-s/12/33/89/98/har-gow-shrimp-dumplings.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/33/90/c4/octopus-in-coconut-curry.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/0c/d7/b7/pulpo-cocido-a-fuego.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/33/8d/f8/won-ton-in-red-spicy.jpg']"
36,37. restaurante Mr Kao,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/11/95/1e/71/20171223-142612-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/13/f3/0d/c2/20180727-225746-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/1b/0e/42/photo7jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/b7/89/b8/buena-comida-asiatica.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/97/ac/52/photo3jpg.jpg']"
37,38. Sichuan,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/04/0f/65/2d/si-chuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/0f/65/0f/si-chuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/0f/65/a2/si-chuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/0f/65/22/si-chuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/0f/65/b5/si-chuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/0f/65/a8/si-chuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/0f/65/45/si-chuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/0f/65/4b/si-chuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/0f/65/45/si-chuan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/0f/65/4b/si-chuan.jpg']"
38,39. Liuyishou Hotpot,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/1b/03/07/f4/img-20200127-220237-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/03/07/f8/img-20200127-220230-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/03/07/f5/img-20200127-220248-largejpg.jpg']"
39,40. Chang Feng,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/10/fe/f3/8a/ternera-con-salsa-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/fe/f3/1c/pollo-con-almendras.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/7a/b4/42/dining-room-and-two-person.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/10/fe/f2/db/ensalada-china.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/d8/24/6e/zestaw-dla-4-osob.jpg']"
40,41. Restaurante Jiaozi,Chinese,"['https://media-cdn.tripadvisor.com/media/photo-f/17/d3/1a/c0/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/1f/5f/10/empanadillas-de-ternera.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/d3/1a/c1/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/12/1f/62/3c/empanadillas-y-ensalada.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/d3/1a/c2/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/17/d3/1a/c2/photo2jpg.jpg']"
